,Comment,Sentiment,Negative (%),Neutral (%),Positive (%),Scaler_value,weighted_SV,weight,video_id
22,"Cleaning a beach,
Planting 20 Million Trees.
Curing peoples blindness
You are such an amazing person Jimmy . Hats Of To You!",Positive,0.48,3.48,96.03,0.96,4.8,5,YLt73w6criQ
23,Imagine checking all those rooms and seeing those people doing unnecessary things. Lmao,Negative,79.46,18.6,1.95,-0.78,-3.9000000000000004,5,YLt73w6criQ
24,Love you brother for being such a stand up guy❤,Positive,0.18,1.0,98.82,0.99,4.95,5,YLt73w6criQ
25,"So just a question, if there was an elevator on the first floor wouldn't every floor they walked up to have an elevator shaft as well?",Neutral,8.63,87.18,4.2,-0.04,-0.2,5,YLt73w6criQ
26,I wouldn't be surprised if MrBeast legit gets BATMAN to hunt him down,Neutral,15.72,72.01,12.27,-0.03,-0.15,5,YLt73w6criQ
27,It was a professional and creative content.A complete Mr. Beast idea.,Positive,0.66,19.8,79.54,0.79,3.95,5,YLt73w6criQ
28,Se me hizo chido que fuera por el mundo y me sorprendió que andaba en la calle aquí en México la umildad de jimi no tiene límites seludos desde nuevo león México,Neutral,16.32,78.87,4.81,-0.12,-0.6,5,YLt73w6criQ
29,"Alternate ending: 

Assassin: “oops, wrong knife”",Negative,53.86,42.55,3.58,-0.5,-2.5,5,YLt73w6criQ
30,"0% ego 
0% attitude 
💯% hardwork 
💯%honest 
Love you Mr beast 💖😍💖",Positive,0.51,4.32,95.17,0.95,4.75,5,YLt73w6criQ
31,"jimmy fr the type of person who, if actually chased down by a hired assassin, messes with him in the most diabolically inconveniencing ways ive ever seen",Negative,94.31,5.41,0.28,-0.94,-4.699999999999999,5,YLt73w6criQ
32,My take away this is that you could probably outrun military agents if you wanted to.,Neutral,12.22,67.47,20.3,0.08,0.08,1,YLt73w6criQ
33,"Soy de Colombia, necesito y quiero participar en alguno de estos retos, se siente la adrenalina! Y deja muchas enseñanzas",Neutral,2.29,60.6,37.1,0.35,1.75,5,YLt73w6criQ
34,That bag is now worth more and has seen more than my entire life.,Positive,0.28,8.32,91.4,0.91,4.55,5,YLt73w6criQ
35,All due respect and appreciation to Mr. Best🌹🌹🌹🌹🌹🌹🌹🌹,Positive,0.17,4.23,95.59,0.95,4.75,5,YLt73w6criQ
36,For MrBeast : This Man is Literally Born To Making For The History 🔥,Positive,0.9,25.81,73.29,0.72,3.5999999999999996,5,YLt73w6criQ
37,"Maybe it's just me but at certain moments, the way he talks, moves, and even some of his facial expressions gives off some John Wick vibs.",Neutral,1.4,69.49,29.1,0.28,1.4000000000000001,5,YLt73w6criQ
38,Me gustaría ser una de las ganadoras que ellos siempre escojen para darles dinero 😅 soñar no cuesta nada,Neutral,3.1,54.54,42.35,0.39,1.9500000000000002,5,YLt73w6criQ
39,The fact that Jimmy bought a whole carnival is insane,Negative,64.59,29.02,6.39,-0.58,-2.9,5,YLt73w6criQ
40,Imagine if the Assassin really believe that Jimmy got hurt.,Negative,59.61,39.36,1.03,-0.59,-2.9499999999999997,5,YLt73w6criQ
41,"Can we just appreciate that this man rented a whole fricking 200 room hotel and paid the wages of all the actors dancing and singing in every room, no other creator have this much dedication.",Neutral,17.72,41.22,41.05,0.23,1.1500000000000001,5,YLt73w6criQ
42,Feliz cumpleaños 🎉🎉🎉 qué Dios te proteja y te bendiga y que tienes un gran corazón ases a la gente feliz sigue así no cambies de regalar dinero suige así te felicito por todo lo q ases. 😊🎉❤,Positive,0.25,10.42,89.33,0.89,4.45,5,YLt73w6criQ
43,"The Fact That This Man Goes the Farthest for our Entertainment is Worth  My Subscription 
Love from Korea 🇰🇷",Positive,0.2,5.05,94.75,0.95,4.75,5,YLt73w6criQ
44,Jimmy is the type of guy to tell the military to stop hunting him after he bombed area 51 and expects them to stop hunting him,Negative,87.37,12.29,0.34,-0.87,-4.35,5,YLt73w6criQ
45,"Mr. Beast, you are an astonishing person who can break the brain about people and the idea of kindness
Post script is for you from Russia.",Positive,23.26,35.39,41.35,0.18,0.18,1,YLt73w6criQ
46,How do you just find an assassin? They don't seem to have any on Craigslist,Negative,62.83,35.94,1.22,-0.62,-3.1,5,YLt73w6criQ
47,Dude went from counting for views to blowing up a bank... Respect,Negative,62.82,31.6,5.58,-0.57,-0.57,1,YLt73w6criQ
48,"Esto es sorprendente,   yo deseando poder tener un auto y vean como estas personas lo destruyen.😭😭💔💔",Negative,81.0,17.52,1.48,-0.8,-4.0,5,YLt73w6criQ
49,Much better than most of the Action movies these days 😊😊😊,Positive,0.41,3.48,96.11,0.96,4.8,5,YLt73w6criQ
50,Mr Beast es tan buena gente que no deja que nadie pierda,Neutral,13.13,75.43,11.44,-0.02,-0.1,5,YLt73w6criQ
51,How much did it cost and how much permits did you need?,Neutral,19.67,78.33,2.0,-0.18,-0.18,1,YLt73w6criQ
52,"Oh my god, the commitment of this man to content is insane!!",Negative,66.97,22.84,10.19,-0.57,-2.8499999999999996,5,YLt73w6criQ
53,Props for the cameraman that flew for the shots,Neutral,4.07,68.0,27.93,0.24,1.2,5,YLt73w6criQ
54,This guy is a legend.,Positive,0.4,4.93,94.67,0.94,4.699999999999999,5,YLt73w6criQ
55,My condolences to you jimmy. I’m sorry to hear you lost a crew member.,Negative,52.93,39.95,7.12,-0.46,-2.3000000000000003,5,YLt73w6criQ
56,How did jimmy even find an assassin “ he didn’t find me… I’m Batman”,Neutral,37.93,57.78,4.29,-0.34,-0.34,1,YLt73w6criQ
57,The amount of money jimmy spends for entertaining us is crazy.,Neutral,17.51,48.14,34.34,0.17,0.8500000000000001,5,YLt73w6criQ
58,He’s having so much fun just driving over that car with the tank 😂,Positive,0.65,6.16,93.19,0.93,4.65,5,YLt73w6criQ
59,H A P P Y    B I R D T H D A Y   MR.Beast 🎁🎉    i hope you always healthy and more victorious!!  ❤️❤️ greetings from Bali 🙌,Positive,0.08,1.34,98.58,0.98,4.9,5,YLt73w6criQ
60,"Jimmy is the living example of that one friends who says “I’ll give you five bucks if you can do this” and actually pays up, that none of us ever had.",Neutral,17.96,55.97,26.07,0.08,0.4,5,YLt73w6criQ
61,The fact he did this is INSANE,Negative,60.09,32.13,7.78,-0.52,-2.6,5,YLt73w6criQ
62,Soy tu fans sigue con tus programas bendiciones 🙏,Neutral,1.04,52.89,46.06,0.45,2.25,5,YLt73w6criQ
63,Bro needs an oscar‼️🗣️,Neutral,5.81,66.31,27.89,0.22,0.22,1,YLt73w6criQ
64,The fact he always looks happy,Positive,0.33,5.03,94.65,0.94,4.699999999999999,5,YLt73w6criQ
65,This man life is full of adventure😍,Positive,0.2,1.93,97.87,0.98,0.98,1,YLt73w6criQ
66,The fact that Jimmy went from doing challenges to saving lives around the world is admirable. Mad respect for Jimmy!,Positive,0.32,3.31,96.37,0.96,4.8,5,YLt73w6criQ
67,"Mr Beast, your philanthropic efforts have touched the lives of so many. Thank you for using your platform to give 0:24  back and create a better world. You are truly making a difference."" 0:21",Positive,0.15,1.64,98.21,0.98,0.98,1,YLt73w6criQ
68,having Mr.Beast Japanese voice in Naruto VA is really gold 😂,Positive,0.64,17.19,82.17,0.82,4.1,5,YLt73w6criQ
69,El asesino era muy poco inteligente pero su principal habilidad totalmente es la fuerza,Neutral,7.57,81.04,11.39,0.04,0.04,1,YLt73w6criQ
70,La cara de mister biest cuando el asesino intenta abrir la puerta de acero😂,Neutral,5.23,80.41,14.36,0.09,0.44999999999999996,5,YLt73w6criQ
71,mr beast needs his own Netflix show,Neutral,4.3,76.2,19.5,0.15,0.75,5,YLt73w6criQ
72,"Jimmy is the living example of that one friends who says ""I'll give you five bucks if you can do this"" and actually pays up, that none of us ever had.",Neutral,18.47,55.13,26.4,0.08,0.4,5,YLt73w6criQ
73,jimmy getting chased by a assasian  also jimmy: turbotax is the best-,Positive,5.42,40.2,54.38,0.49,0.49,1,YLt73w6criQ
74,hat jimmy say their car is literally  a pencake had me dying on the floor,Negative,63.5,30.93,5.57,-0.58,-0.58,1,YLt73w6criQ
75,This should be made into a movie! Its gonna be an explosive blockbuster!,Positive,0.13,2.31,97.56,0.97,4.85,5,YLt73w6criQ
0,Feastables is available in every Walmart and Albertsons stores in America! (Coming globally later this year) Wuv u guys,Positive,0.08,3.95,95.97,0.96,4.8,5,1WEAJ-DFkHE
1,"MrBeast Crushing it as always, good job on the entire team behind this",Positive,0.28,2.65,97.07,0.97,4.85,5,1WEAJ-DFkHE
2,The level of commitment that this man puts into trying to entertain his audience is insane. Props to the entire team for putting these together,Positive,2.13,11.75,86.12,0.84,4.2,5,1WEAJ-DFkHE
3,"Respect him, it's amazing, he always makes better content.",Positive,0.27,2.13,97.6,0.97,4.85,5,1WEAJ-DFkHE
4,Increíble ver este tipos de videos que lindo sería ser afortunado o por lo menos darle un abrazo a Mr beast pot Las buenas acciones que también hace. Gracias chicos son lo máximo,Neutral,7.92,78.83,13.25,0.05,0.25,5,1WEAJ-DFkHE
5,What really blows my mind to think about is there's some people so insanely privileged in this world who would be shocked at the opposite of this. One flight in economy class would have them in shambles.,Negative,93.3,5.89,0.81,-0.92,-4.6000000000000005,5,1WEAJ-DFkHE
6,Jimmy went from filming in his room to filming with Pete Davidson and Tom Brady. What an inspiration.,Positive,0.61,15.89,83.49,0.83,4.1499999999999995,5,1WEAJ-DFkHE
7,if Mr Beast ever flies on the 500k flight again and needs an extra friend there...i'm free literally every single day 😁,Positive,0.66,17.07,82.27,0.82,4.1,5,1WEAJ-DFkHE
8,"He always comes with better, and better content, keep it up!",Positive,0.2,3.32,96.48,0.96,4.8,5,1WEAJ-DFkHE
9,Must love how the crew in the private planes are much more energetic,Positive,0.24,2.44,97.32,0.97,4.85,5,1WEAJ-DFkHE
10,"Bro was honest till the very end, he deserved that 500k more than anyone.",Positive,6.61,43.42,49.96,0.43,2.15,5,1WEAJ-DFkHE
11,we all love karl's mom,Positive,0.27,4.78,94.94,0.95,4.75,5,1WEAJ-DFkHE
12,Esse cara sabe curtir a vida de uma forma bacana!,Neutral,6.33,81.51,12.16,0.06,0.3,5,1WEAJ-DFkHE
13,"Eres el mejor ,sabes como ser feliz y comparte con sus amigos ❤",Positive,0.21,11.79,87.99,0.88,4.4,5,1WEAJ-DFkHE
14,"Been watching your videos for the past 4 months, am really inspired 💪🏽",Positive,0.11,1.51,98.38,0.98,4.9,5,1WEAJ-DFkHE
15,"flying private and watching ronaldo highlights, life peaked!!!",Positive,1.23,24.18,74.59,0.73,3.65,5,1WEAJ-DFkHE
16,Thank you Mr. Beast for helping people who really need it.,Positive,0.29,3.82,95.88,0.96,4.8,5,1WEAJ-DFkHE
17,Ola bendiciones para ti y toda tu producción soy de Panamá quisiera tener la oportunidad de participar en tu programa para tener una vida mejor,Neutral,5.27,86.1,8.63,0.03,0.15,5,1WEAJ-DFkHE
18,We all love Karl's mom.,Positive,0.42,7.09,92.49,0.92,4.6000000000000005,5,1WEAJ-DFkHE
19,"Soy de Colombia, necesito y quiero participar en alguno de estos retos, se siente la adrenalina! Y deja muchas enseñanzas",Neutral,2.29,60.6,37.1,0.35,1.75,5,1WEAJ-DFkHE
20,Mr. Beast never ceases to amaze. 🤩,Positive,0.23,1.95,97.82,0.98,4.9,5,1WEAJ-DFkHE
21,He always comes with better content. RESPECT,Positive,0.7,9.56,89.74,0.89,4.45,5,1WEAJ-DFkHE
22,"Literalmente paga como seis veces los premios de medio millón que da en sus eventos más importantes como si fuera nada JAJAJAJA, ese Jimmy es super exitoso",Neutral,6.59,76.56,16.85,0.1,0.5,5,1WEAJ-DFkHE
23,"If this goes on, Jimmy might go to the mars before Elon Musk can 😂",Neutral,19.54,66.05,14.4,-0.05,-0.25,5,1WEAJ-DFkHE
24,"Jimmy and his friends when the flight attendant brought a bunch of expensive sushi: ""Oh, wow.""
Jimmy and his friends when the flight attendant brought a singular slice of pizza: ""YAY!!!""",Positive,3.95,27.42,68.63,0.65,3.25,5,1WEAJ-DFkHE
25,Beast is the most amazing person in the world hands down,Positive,0.3,0.83,98.87,0.99,4.95,5,1WEAJ-DFkHE
26,MrBeast always casually spending a Million Dollars 💀,Negative,55.64,37.58,6.78,-0.49,-2.45,5,1WEAJ-DFkHE
27,The 1$ flight looked so fun tho,Positive,0.37,2.45,97.18,0.97,4.85,5,1WEAJ-DFkHE
28,"O meu sonho era conhecer-te pessoalmente, queria fazer um viagem dessas era o meu sonho.. só que não tenho condições, mas és o maior mano um abraço de Portugal",Neutral,11.21,81.8,6.99,-0.04,-0.2,5,1WEAJ-DFkHE
29,"I prefer $1 airfare, more exciting, or panoramic sunroof✌",Positive,0.6,8.53,90.88,0.9,4.5,5,1WEAJ-DFkHE
30,realmente eres un crack en lo tuyo tiened ese poder de poder de cambiarle la vida a las personas y realmente que lo haces muy bien lo mejor para vos crack y a seguir 7:04,Neutral,17.68,74.71,7.61,-0.1,-0.5,5,1WEAJ-DFkHE
31,J'ai bien voulu être dans ce jet privé😊,Positive,0.82,36.41,62.78,0.62,3.1,5,1WEAJ-DFkHE
32,que humilde mr beast mirando el partido de messi y cristiano en ves de disfrutar el avion🤑🤑,Neutral,3.06,74.45,22.49,0.19,0.95,5,1WEAJ-DFkHE
33,Let's all give it up for DOUG.,Neutral,19.86,64.29,15.84,-0.04,-0.2,5,1WEAJ-DFkHE
34,I’m so proud that my faith in humanity doubled and gave it to the next person 😊,Positive,0.13,1.26,98.61,0.98,4.9,5,1WEAJ-DFkHE
35,"Para mim, gosto da ideia de poder ver outros videos de youtubers  estrangeiros na minha língua, sobretudo sobre a tecnologia. Quando lemos as legendas, perdemos informação visual. Gosto de ouvir as vozes originais, mas há perdas nas imagens, como no cinema, por exemplo.",Neutral,6.19,82.51,11.31,0.05,0.25,5,1WEAJ-DFkHE
36,imagine being locked in the bathroom the whole flight,Negative,79.55,19.58,0.87,-0.79,-3.95,5,1WEAJ-DFkHE
37,I love the fact that he really flew across the entire country for a 50 seconds clip really does show the hardwork and dedication Jimmy puts into his videos!,Positive,0.39,2.36,97.25,0.97,4.85,5,1WEAJ-DFkHE
38,"Me Beast eres el mejor.
Saludos y bendiciones desde México",Neutral,3.71,76.78,19.51,0.16,0.8,5,1WEAJ-DFkHE
39,The videos keep getting better!  How do they do it!?,Positive,0.54,3.26,96.2,0.96,4.8,5,1WEAJ-DFkHE
40,"Mr Beast, no sé si sepas Español, pero te admiro, es muy noble, tu gusto por ayudar a los menos afortunados.",Positive,1.27,37.32,61.41,0.6,3.0,5,1WEAJ-DFkHE
41,"Awesomeness, keep it up Mr.Beast!",Positive,0.19,2.16,97.65,0.97,4.85,5,1WEAJ-DFkHE
42,Such a Great Men May God Give U more..❤❤,Positive,0.29,3.57,96.14,0.96,4.8,5,1WEAJ-DFkHE
43,MrBeast flys private jet at Elon Musk and Jeff Bezos level,Neutral,2.74,72.44,24.81,0.22,1.1,5,1WEAJ-DFkHE
44,your videos are very fun to watch every day keep working on it,Positive,0.2,1.14,98.66,0.98,4.9,5,1WEAJ-DFkHE
45,❤❤❤I love Mr. Best because he makes people happy with what he earns,Positive,0.15,0.82,99.04,0.99,4.95,5,1WEAJ-DFkHE
46,Love your content ❤,Positive,0.15,1.16,98.69,0.99,4.95,5,1WEAJ-DFkHE
47,Give me that 1$ flight any time of the day for the thrill 🤩,Positive,0.41,8.78,90.81,0.9,4.5,5,1WEAJ-DFkHE
48,"Mr beast, love your vids so  much and love what your doing for the world, keep on doing what your doing because it makes people smile every day :) :)",Positive,0.14,0.6,99.26,0.99,4.95,5,1WEAJ-DFkHE
49,Best youtuber ever ❤ love you so much jimmy ❤😍,Positive,0.16,0.54,99.31,0.99,4.95,5,1WEAJ-DFkHE
50,So pretty and exciting riding those planes. Sana all 😍,Positive,0.15,1.05,98.8,0.99,4.95,5,1WEAJ-DFkHE
51,"Obviously I love Jimmy's love for philanthropy but every once in a while he deserves to make these videos where he can just spend the money we don't have and have fun. You're a legend, Jimmy.",Positive,0.63,3.32,96.05,0.95,4.75,5,1WEAJ-DFkHE
52,"My question is, where are they flying to? 😂",Neutral,13.99,78.49,7.52,-0.06,-0.3,5,1WEAJ-DFkHE
53,Siempre me veo estos videos por qué quiero una vida así 😢pero en lo que si me gusta es que me distrae y además es divertido:),Neutral,8.52,59.25,32.23,0.24,1.2,5,1WEAJ-DFkHE
54,"I'am dari Indonesia, andaikan saya bisa bertemu dengan Mr.Beast walaupun hanya satu kali dalam kehidupan saya , saya akan senang banget dan akan merasa orang yang paling beruntung",Neutral,15.76,80.3,3.94,-0.12,-0.12,1,1WEAJ-DFkHE
55,This was AMAZING!I Love Your Videos!!,Positive,0.17,0.54,99.29,0.99,4.95,5,1WEAJ-DFkHE
56,"Another quality content Mr. Beast 🔥🔥🔥

Still watching 💪💪💪 June 12, 2023",Positive,0.17,4.46,95.37,0.95,4.75,5,1WEAJ-DFkHE
57,"Ironically, it's been fun watching you guys remain so down to earth over all these years.",Positive,0.5,4.79,94.7,0.94,4.699999999999999,5,1WEAJ-DFkHE
58,“That guy pays my bills be careful” Had me smiling,Positive,0.85,16.04,83.11,0.82,4.1,5,1WEAJ-DFkHE
59,You all are such good people,Positive,0.5,2.76,96.75,0.96,0.96,1,1WEAJ-DFkHE
60,Thank you for the hardwork 😀,Positive,0.21,2.47,97.33,0.97,4.85,5,1WEAJ-DFkHE
61,"Jimmy is the living example of that one friends who says ""I'll give you five bucks if you can do this"" and actually pays up, that none of us ever had.",Neutral,18.47,55.13,26.4,0.08,0.4,5,1WEAJ-DFkHE
62,You're awesome as always 😊,Positive,0.21,1.22,98.57,0.98,4.9,5,1WEAJ-DFkHE
63,He has a huge sense of humour. 🙈,Positive,0.82,11.87,87.3,0.86,4.3,5,1WEAJ-DFkHE
64,The army probably wouldn't be OK with me just taking off lol,Negative,48.85,46.45,4.7,-0.44,-0.44,1,1WEAJ-DFkHE
65,"Chandler needs more screen time, he’s the best",Positive,0.35,3.29,96.36,0.96,4.8,5,1WEAJ-DFkHE
0,"The 4,000 Hours of editing was for sure worth it!",Positive,0.43,6.59,92.98,0.93,4.65,5,WTOm65IZneg
1,"The fact that this guy has so much money, he can do almost everything in the world, but he chooses to help people with it. Support ❤",Positive,0.51,6.04,93.44,0.93,4.65,5,WTOm65IZneg
2,Insane respect to this guy. The reactions from the deaf people we're sooooo emotional ❤ Hats off to Jimmy and all of his team!!!,Positive,0.88,4.63,94.49,0.94,4.699999999999999,5,WTOm65IZneg
3,"Cleaning a beach,
Planting 20 million trees,
Curing people’s blindness,
You are such an amazing person, Jimmy.
Hats off to you!!!",Positive,0.92,4.15,94.93,0.94,4.699999999999999,5,WTOm65IZneg
4,"The amount of time, effort and money Jimmy puts into his videos all to help people in need is incredible!",Positive,0.4,4.49,95.11,0.95,4.75,5,WTOm65IZneg
5,Thank you Mr. Beast for helping people who really need it.,Positive,0.29,3.82,95.88,0.96,4.8,5,WTOm65IZneg
6,"You are amazing, man. The fact you are using your fame, platform and money to bring awareness, happiness and change lives is so special ♡ You and your team are amazing, Jimmy. Thank you for all you do ♡",Positive,0.16,0.57,99.27,0.99,4.95,5,WTOm65IZneg
7,"You have to be the most kind hearted and thoughtful person ever, there is no word to describe you Jimmy, huge respect.",Positive,0.67,3.05,96.28,0.96,4.8,5,WTOm65IZneg
8,The level of commitment that this man puts into trying to entertain his audience is insane. Props to the entire team for putting these together,Positive,2.13,11.75,86.12,0.84,4.2,5,WTOm65IZneg
9,eu imagino o arrepio que as pessoas devem sentir dps de conseguir ouvir depois de tanto tempo,Neutral,9.13,84.53,6.34,-0.03,-0.15,5,WTOm65IZneg
10,"From the bottom of my heart, thank you for continuing to shine light in this world no matter what battles come your way.",Positive,0.19,2.09,97.72,0.98,4.9,5,WTOm65IZneg
11,"Nolan would actually be a great parent,
seeing him talking to that child was so heart warming",Positive,0.26,1.69,98.05,0.98,4.9,5,WTOm65IZneg
12,respect to jimmy. The reactions from the deaf people we're so emotional Hats off to Jimmy and all of his team,Positive,2.08,21.76,76.16,0.74,3.7,5,WTOm65IZneg
13,Das ist so krass wie viele Menschen er hilft 😊,Positive,0.87,29.22,69.91,0.69,3.4499999999999997,5,WTOm65IZneg
14,Esto me ah hecho valorar tanto el hecho de oír cualquier sonido 😢,Negative,59.69,38.19,2.13,-0.58,-2.9,5,WTOm65IZneg
15,This is beautiful. Jimmy’s changing the world ❤,Positive,0.13,1.02,98.85,0.99,4.95,5,WTOm65IZneg
16,"""Kindness is a Language
Which deaf can hear
and blind can see"".",Neutral,9.88,64.03,26.09,0.16,0.8,5,WTOm65IZneg
17,Wow I've been watching you for so many years and you have done a lot to help people but I've never cried before to one of your videos thank you for doing what you do please never change who you are. This world is a lot better place because of you and you have changed a lot of people's life's for the better.,Positive,0.26,1.08,98.66,0.98,4.9,5,WTOm65IZneg
18,"Everything that you are doing for these people are incredible. A true philanthropist.

Keep helping the world Jimmy ❤️",Positive,0.17,1.65,98.18,0.98,4.9,5,WTOm65IZneg
19,"Siempre llena mi corazón de alegría ver a Jimmy usando sus bendiciones para ayudar a los demás, mientras que al mismo tiempo es entretenido y divertido. Tengo grandes esperanzas en él y en su equipo 🙂",Neutral,1.26,54.94,43.81,0.43,2.15,5,WTOm65IZneg
20,"Tears flow in my eyes, good-natured Mr. Beast keep it up",Positive,1.65,12.71,85.65,0.84,4.2,5,WTOm65IZneg
21,Helping my raza is amazing jimmy you always had my up most respect ive seen u since the hundred thousands. You helped me learn something about life and werent just entertainment. You’ve made me a better person.,Positive,0.23,1.39,98.38,0.98,4.9,5,WTOm65IZneg
22,Made me tear up a little bit this was amazing,Positive,0.74,2.83,96.43,0.96,4.8,5,WTOm65IZneg
23,"Hombre enserio, Dios te bendecira mucho por ayudar a personas con bajo recursos, te digo de corazón que te ganaste el cielo....muchas bendiciones.",Neutral,11.51,78.41,10.08,-0.01,-0.05,5,WTOm65IZneg
24,"You are truly amazing, warm-hearted boy. You have spread friendliness and goodness to places invaded by darkness. You are truly a warm sun that the world needs. Many thanks, Mr Beast!",Positive,0.18,1.07,98.75,0.99,0.99,1,WTOm65IZneg
25,absolutely insane! the wait was worth it,Positive,3.1,11.89,85.01,0.82,4.1,5,WTOm65IZneg
26,Thank you for bringing joy and happiness to all.  You're making a difference and have a huge  heart.,Positive,0.12,0.83,99.05,0.99,4.95,5,WTOm65IZneg
27,Soy de argentina y me hace feliz saber que ademas de personas estadounidense los mexicanos pueden porfin escuchar,Neutral,6.43,82.68,10.89,0.04,0.2,5,WTOm65IZneg
28,"Soy de méxico 🇲🇽 

Gracias hiciste que llorara un poco",Neutral,4.33,74.78,20.89,0.17,0.8500000000000001,5,WTOm65IZneg
29,Respect 💯,Positive,1.24,23.62,75.14,0.74,3.7,5,WTOm65IZneg
30,You are just an unbelievable guy.  So generous.  Bravo.  I'm gonna look into this for my dad.,Positive,0.81,4.46,94.74,0.94,4.699999999999999,5,WTOm65IZneg
31,❤❤❤❤❤❤ Y’all are absolutely beautiful for continuing to be the best people to those in need!!!!,Positive,0.19,0.73,99.08,0.99,0.99,1,WTOm65IZneg
32,This is amazing man ❤❤❤,Positive,0.18,0.72,99.1,0.99,4.95,5,WTOm65IZneg
33,4:48 this moment is sooo damn wholesome🥺,Positive,0.43,2.66,96.91,0.96,4.8,5,WTOm65IZneg
34,You and your team are legends. Thank you so much for everything you are doing!,Positive,0.17,0.65,99.17,0.99,4.95,5,WTOm65IZneg
35,This man’s kindness will help the world 🌎,Positive,0.15,3.89,95.95,0.96,4.8,5,WTOm65IZneg
36,you make my tears flow Mr Beast 😢❤,Positive,1.33,9.47,89.2,0.88,4.4,5,WTOm65IZneg
37,I’m can already imagine the people on Twitter 😂 KEEP IT UP Mr Beast!!!,Positive,0.54,10.29,89.17,0.89,4.45,5,WTOm65IZneg
38,"Damn, bro. This guy is monetizing helping people. What a gem",Positive,6.86,20.8,72.34,0.65,3.25,5,WTOm65IZneg
39,Você merece ser o que você se tornou.,Neutral,13.76,80.55,5.69,-0.08,-0.4,5,WTOm65IZneg
40,I’m so proud that my faith in humanity doubled and gave it to the next person 😊,Positive,0.13,1.26,98.61,0.98,4.9,5,WTOm65IZneg
41,This was beautiful,Positive,0.28,1.32,98.4,0.98,4.9,5,WTOm65IZneg
42,You are Probably the most respected person on this planet thanks for helping others ❤,Positive,0.17,0.99,98.85,0.99,0.99,1,WTOm65IZneg
43,Every person he helped deserved it ❤,Positive,0.43,7.68,91.89,0.91,0.91,1,WTOm65IZneg
44,"O Brasil pode fica muito agradecido por ajuda de me beast por ter feito muitas pessoas do nosso lugar ouvirem 😊

Brazil can be very grateful for the help of mr beast for making many people from our place listen 😊",Positive,0.22,4.62,95.16,0.95,0.95,1,WTOm65IZneg
45,"Oh WOW, that is so awesome for those families ❤❤❤",Positive,0.2,0.77,99.03,0.99,0.99,1,WTOm65IZneg
46,"The 4,000 Hours of editing was for sure worth it! Love from The Philippines!",Positive,0.15,2.01,97.83,0.98,4.9,5,WTOm65IZneg
47,Me hizo llorar las primeras personas de México cuando escucharon a su hija🥺,Neutral,2.16,58.79,39.04,0.37,1.85,5,WTOm65IZneg
48,"Gracias , llore al verlo, es maravilloso lo que hace!!!!",Positive,0.82,16.69,82.49,0.82,0.82,1,WTOm65IZneg
49,This has to be one of my favorite videos huge respect❤,Positive,0.17,0.78,99.05,0.99,0.99,1,WTOm65IZneg
50,"This is incredible, thank you for going in person making sure they are using the money properly... thanks Mr Beast.",Positive,0.29,2.24,97.46,0.97,0.97,1,WTOm65IZneg
51,huge respect!,Positive,1.05,17.25,81.7,0.81,4.050000000000001,5,WTOm65IZneg
52,"You help many peoples in the Brazil and world, thanks! 🇧🇷💙",Positive,0.18,5.15,94.67,0.94,0.94,1,WTOm65IZneg
53,The things that you do is a blessing to humanity bro. You're a phenomenal human being...all the love 🙏🏿 ❤️,Positive,0.16,1.02,98.81,0.99,0.99,1,WTOm65IZneg
54,Thank you so much for doing this for the people.,Positive,0.18,1.38,98.45,0.98,4.9,5,WTOm65IZneg
55,"Que lindo amo isso ,isso foi lindo dele ajudar as pessoa",Neutral,9.37,85.08,5.55,-0.04,-0.2,5,WTOm65IZneg
56,"Cleaning an ocean and beach,
Planting 20 million trees,
Curing peoples blindness,
Curing deaf people,
You are such a wonderful person Jimmy!
Hats off to you and your team ❤",Positive,0.44,2.57,96.99,0.97,4.85,5,WTOm65IZneg
57,"crying with tears of joy, thank you for being the change in the world",Positive,0.36,2.49,97.15,0.97,0.97,1,WTOm65IZneg
